// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
55;59;
effects\X3AP\weapons\TOL_bullet;0;0;0;0;-1;9001;14280;202;0;550;5322000;2;192;192;192;1.0;1.0;5.0;0;15;22;6500;0;112;0;255;450;0;0;0;0;0;0;0;0;0;4376;1992;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBC;
effects\weapons\bullet_tbc;0;0;0;0;-1;9001;7532;253;0;1100;2815000;2;192;192;192;1.0;1.0;5.0;0;23;24;5321;0;112;0;255;0;0;0;0;0;0;0;0;0;0;2308;1631;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TRIBEAM;
effects\weapons\bullet_fbc;0;0;0;0;-1;9001;3780;117;0;2493;1330384;2050;192;192;192;1.0;1.0;5.0;0;23;24;5400;0;112;0;255;0;0;0;0;0;0;0;0;0;0;1158;1655;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FUSIONBEAM;
10678;0;0;0;0.2;-1;9001;2362;415;906;57500;42000;0;100;100;255;1.0;1.0;8.0;0;69;25;6500;0;112;0;180;0;0;0;0;0;0;0;0;0;0;638;1756;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MINING;
525;0;0;0;0;-1;9001;0;1000;909;500;2000000;2;255;255;255;1.0;1.0;1.0;0;18;0;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TUG;
10459;0;0;0;0;-1;9001;11781;65;916;4000;12500000;12288;255;255;255;17.0;17.0;3.0;0;156;157;1758;0;0;0;180;200;0;0;0;0;0;37;12;0;0;1532;229;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_DUMMY1;
525;0;0;0;0.7;-1;9001;700;17;0;300;2996995;2;128;0;255;1.0;1.0;8.0;0;18;180;350;0;111;0;180;0;0;0;0;0;0;0;0;0;0;91;46;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_DUMMY2;
525;0;0;0;0.7;-1;9001;700;17;0;300;2996995;2;128;0;255;1.0;1.0;8.0;0;18;0;350;0;111;0;180;0;0;0;0;0;0;0;0;0;0;279;139;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_KH_ALPHA;
526;0;0;0;0;-1;9001;2500;150;0;350;4882882;2;255;255;255;1.0;1.0;8.0;0;18;0;1500;0;111;0;255;0;0;0;0;0;0;0;0;0;0;995;597;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_KH_BETA;
527;0;0;0;0;-1;9001;7500;500;0;400;6071500;2;255;255;0;1.0;1.0;8.0;0;18;0;4500;0;111;0;255;0;0;0;0;0;0;0;0;0;0;2989;1793;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_KH_GAMMA;
effects\weapons\bullet_Repair;0;0;0;0;-1;9001;0;20;0;500;2200000;162;255;150;1;1.0;1.0;5.0;0;18;0;40;0;113;0;180;0;0;0;0;0;0;0;0;0;0;0;16;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_REPAIR;
effects\weapons\bullet_FragBomb_Fragment;0;0;0;0;-1;9001;220;4;907;300;250000;256;48;16;192;1.0;1.0;4.0;0;186;185;21;0;0;0;130;0;0;0;0;0;0;0;0;0;0;88;9;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FBL_FRAG;
effects\weapons\bullet_LS_alpha;0;0;0;0;-1;9001;220;4;907;400;1050000;256;48;16;192;12.0;12.0;3.0;0;156;22;21;1;0;0;150;0;0;0;0;0;0;15;3;0;0;88;9;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FLAK_CLUSTER_FRAG;
effects\weapons\bullet_LS_alpha;0;0;0;0;-1;9001;220;4;907;200;600000;256;48;16;192;12.0;12.0;3.0;0;156;22;21;0;0;0;150;0;0;0;0;0;0;0;0;0;0;88;9;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FLAK_CLUSTER_FRAG_FRAG;
effects\weapons\bullet_LS_alpha;0;0;0;0;-1;9001;220;4;907;1200;581000;256;48;16;192;0.07;0.07;4.0;0;15;22;21;0;0;0;150;0;0;0;0;0;0;0;0;0;0;88;9;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FLAK_ALPHA_FRAG;
225;0;0;0;0;-1;9001;220;4;907;1000;127000;8;48;16;192;0.07;0.07;4.0;0;15;22;21;0;0;0;150;0;0;0;0;0;0;0;0;0;0;88;9;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TERRANANTIFIGHTER_FRAG;
517;0;0;0;0;-1;9001;2700;28;909;3405;323000;0;192;192;0;0.08;0.08;5.0;0;23;25;1620;0;112;0;180;0;0;0;0;0;0;0;0;0;0;2700;28;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EMP_1;
effects\weapons\bullet_MAM;0;0.3;-0.4;0.5;0;0;7845;246;916;8150;244500;320;255;255;255;1.0;1.0;1.0;0;196;195;2615;0;112;0;180;0;0;0;0;0;0;0;0;0;0;7845;246;91;0;0;0;0;0;-100000;0;0;SS_BULLET_MAM_1;
300;0;0;0;0;-1;9001;20785;1200;916;1000;1100000;0;255;255;255;15.0;15.0;3.0;0;199;200;3374;0;0;0;180;0;0;0;0;0;0;0;0;0;0;20785;1200;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TERRANANTIFIGHTER_1;
10459;0;0;0;0;-1;9001;12563;456;909;0;0;768;128;192;16;12.0;12.0;4.0;0;178;179;523;0;112;0;180;0;20;1200;0;0;0;7;4;0;0;5006;208;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IPG_FRAG;
effects\weapons\bullet_IonPulse;0;0;0;0.9;-1;9001;48000;600;916;10000;210000;4608;75;0;130;0.07;0.07;4.0;0;178;179;13500;0;112;0;180;0;20;1200;0;0;0;44;1;0;0;9100;3800;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TPC;
effects\weapons\bullet_LS_alpha;0;0;0;0;-1;9001;200;5;907;350;2007500;0;1;121;255;0.08;0.08;4.0;0;15;22;35;0;0;0;120;0;0;0;0;0;0;0;0;0;0;72;16;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EMPE;
effects\weapons\bullet_EMR;0;0;0;0;-1;9001;940;7;908;1000;1000000;0;255;255;255;0.04;0.04;4.0;0;15;22;152;0;0;0;150;0;0;0;0;0;0;0;0;0;0;166;64;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EMRG;
effects\weapons\bullet_pusht;0;0;0;0.5;-1;9001;9800;198;907;7700;315000;1536;255;255;255;0.07;0.07;1.0;218;196;212;2100;0;112;0;180;0;20;2000;150;0;0;0;0;0;0;1240;266;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FPD;
effects\weapons\bullet_ltw;0;0;0;0;-1;9001;44667;100;0;700;4150000;1026;192;192;192;0.2;0.2;5.0;0;244;0;9900;0;-1;0;255;0;0;0;60;0;0;0;0;0;0;10497;2327;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GPBC;
effects\weapons\bullet_dmbc;0;0;0;0;-1;9001;451000;917;0;800;3160000;1026;192;192;192;4.0;4.0;10.0;0;242;24;27732;0;-1;0;255;0;0;0;10;0;0;0;0;0;0;11382;6348;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_DMBC;
effects\weapons\bullet_gpe;0;0;0;0;-1;9001;5102;30;909;2200;600000;0;192;192;0;0.05;0.05;2.0;0;50;183;306;0;112;0;180;0;0;0;0;1000;2000;0;0;0;0;764;48;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GPE;
effects\weapons\bullet_fubl;0;0;0;0.5;-1;9001;24100;260;907;10200;260000;0;255;255;255;0.07;0.07;1.0;250;196;185;7810;0;112;0;180;0;20;2000;150;0;0;0;0;0;0;2650;930;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FUBL;
effects\weapons\bullet_hepr;0;0;0;0.6;-1;9001;16030;136;909;2900;600000;0;128;192;16;0.008;0.008;1.0;0;17;24;3541;0;0;0;180;0;0;0;45;0;0;0;0;0;0;2410;509;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_HEPR;
effects\weapons\bullet_pbp;0;0;0;0;-1;9001;235000;1130;1111;11300;295000;0;192;192;0;0.07;0.07;1.0;230;239;210;48771;0;1113;0;255;3500;0;0;0;0;0;0;0;4;4;26100;5645;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBP;
effects\weapons\bullet_qsc;0;0;0;0;-1;9001;108776;820;1111;16000;255000;0;192;192;0;0.07;0.07;1.0;231;237;52;25210;0;1113;0;255;3500;0;0;0;0;0;0;0;4;4;12500;2870;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_QSC;
effects\weapons\bullet_LS_alpha;0;0;0;0.5;-1;9001;16370;163;907;6400;365000;512;255;255;255;0.07;0.07;1.0;0;196;185;4150;0;112;0;180;0;10;2000;150;0;0;0;0;0;0;2089;510;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PPG;
10458;0;0;0;0;-1;9001;5846;82;816;800;1650000;256;255;255;255;10.0;10.0;10.0;232;196;157;930;0;0;0;255;0;0;0;0;0;0;44;10;0;0;1050;160;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_EMDA;
10458;0;0;0;0;-1;9001;1900;14;912;400;3490000;256;91;118;129;0.13;0.13;30.0;0;50;49;1400;0;0;0;255;0;0;0;0;0;0;0;0;0;0;512;440;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MT;
