29;
113;Terran Planetary Supply (TL): Titan;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
114;Terran Planetary Supply (TL): Saturn;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;1;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
115;Terran Planetary Supply (TL): Jupiter;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;2;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
116;Terran Planetary Supply (TL): Mars;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;3;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
117;Terran Planetary Supply (TL): Venus;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;2;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
118;Terran Planetary Supply (TL): Mercury;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;1;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
119;Terran Planetary Supply (TL): The Moon;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;2;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
120;Terran Planetary Supply (TL): Terra Nova;1;1;trade.planetsupply;create.nearplanet;0;0;0;0;1;0;1;0;0;0;0;0;1024;90;SS_SH_USC_TL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;23;0;-1;-1;0;0;1;0;0;0;0;100;100;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;100;10;0;0;0;0;0;1;0;0;0;1;0;0;0
121;Docktrader High-Tech Trader (Argon);2;1;trade.docktrader;0;0;3008;0;0;1;0;0;0;0;9;9;5;0;2700;SS_SH_A_M3_PROTO;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;70;80;40;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;60;40;80;40;0;0;0;0;0;1;1;0;0;1;0;0;0
122;Docktrader High-Tech Trader (Split);2;1;trade.docktrader;0;0;3008;0;0;1;0;0;0;0;9;9;5;0;2700;SS_SH_S_M4_PROTO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;70;80;40;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;60;40;80;40;0;0;0;0;0;1;1;0;0;1;0;0;0
123;Docktrader High-Tech Trader (Boron);2;1;trade.docktrader;0;0;3008;0;0;1;0;0;0;0;9;9;5;0;2700;SS_SH_B_M3_PROTO;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;70;80;40;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;60;40;80;40;0;0;0;0;0;1;1;0;0;1;0;0;0
124;Docktrader High-Tech Trader (Teladi);2;1;trade.docktrader;0;0;3008;0;0;1;0;0;0;0;9;9;5;0;2700;SS_SH_T_M3_PROTO;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;70;80;40;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;80;40;80;40;0;0;0;0;0;1;1;0;0;1;0;0;0
125;Docktrader High-Tech Trader (Teladi);2;1;trade.docktrader;0;0;3008;0;0;1;0;0;0;0;9;9;5;0;2700;SS_SH_T_M4_ENH;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;70;80;40;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;80;40;80;40;0;0;0;0;0;1;1;0;0;1;0;0;0
126;Trader Weapon Transporter (Argon);2;1;trade.freetrader;0;0;60002;0;0;1;0;0;0;0;8;9;0;0;2700;SS_SH_A_TP_ADV;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;60;80;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;60;40;85;40;0;0;0;0;0;1;1;0;0;1;0;0;0
127;Trader Weapon Transporter (Teladi);2;1;trade.freetrader;0;0;60002;0;0;1;0;0;0;0;8;9;0;0;2700;SS_SH_T_TP_PROTO;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;60;80;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;80;40;85;40;0;0;0;0;0;1;1;0;0;1;0;0;0
128;Trader Weapon Transporter (Paranid);2;1;trade.freetrader;0;0;60002;0;0;1;0;0;0;0;1;9;0;0;2700;SS_SH_P_TS_PROTO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;60;100;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;60;40;85;40;0;0;0;0;0;1;1;0;0;1;0;0;0
129;Mineral Transporter (Argon);2;1;trade.freetrader;0;0;3003;0;0;1;0;0;0;0;4;9;5;0;2700;SS_SH_A_TS_PROTO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;-1;-1;-1;-1;0;0;1;0;0;2;0;90;90;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;60;60;80;10;0;0;0;0;0;1;1;0;0;1;0;0;0
130;Mineral Transporter (Teladi);2;1;trade.freetrader;0;0;3003;0;0;1;0;0;0;0;4;9;5;0;2700;SS_SH_T_TS_PROTO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;90;90;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;80;60;80;10;0;0;0;0;0;1;1;0;0;1;0;0;0
131;Military Border Patrol (Argon) (special M6M);2;1;patrol.short;0;0;30000;0;0;1;0;1;1;0;0;2;0;0;2700;SS_SH_A_M6M_PROTO;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;60;80;45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;90;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;5;50;95;70;0;0;0;0;0;1;0;0;1;0;0;0;0
132;Military Border Patrol (Paranid) (special M6);2;1;patrol.short;0;0;30000;0;0;1;0;1;1;0;0;2;0;0;2700;SS_SH_P_M6_ADV;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;60;90;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;90;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;5;50;95;70;0;0;0;0;0;1;0;0;1;0;0;0;0
133;Split Scout Patrol (M5);2;1;patrol.scout;0;0;30000;0;0;1;0;1;1;0;0;9;0;0;2700;SS_SH_S_M5_ENH;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;-1;-1;1;1;0;0;1;0;0;2;0;40;100;45;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;30;80;50;0;0;0;0;0;1;0;0;1;0;0;0;0
134;Docktrader Terran (Supply Docks only);60;4;trade.freetrader.docksonly;0;0;10012;0;0;1;0;0;0;0;134;9;2;1024;2700;-1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;20;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;1;0;0;2;0;75;90;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;60;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;80;40;40;40;0;0;0;0;0;1;1;0;0;1;0;0;0
