722; 1.00; 25; 80; 1; 
752; 1.00; 4; 54; 2; 
761; 1.00; 28; 90; -1; 
753; 1.00; 25; 70; 0; 
735; 0.80; 10; 22; 0; 
739; 0.22; 8; 19; 1; 
778; 0.75; 4; 14; 0; 
550; 0.77; 4; 8; 0; 
550; 0.20; 10; 20; 0; 
550; -0.10; 6; 15; 0; 
548; -0.05; 8; 13; 0; 
// 7 yellow sun, very bright
11; 
721; 1.00; 40; 120; 0; 
744; 0.20; 1; 50; 1; 
760; 1.00; 10; 65; 2; 
754; 1.00; 12; 50; 0; 
764; 1.00; 50; 200; 0; 
61; 0.40; 4; 17; 0; 
549; 0.35; 2; 8; 0; 
61; 0.33; 3; 10; 0; 
61; -0.20; 4; 12; 0; 
722; -0.30; 3; 9; 0; 
778; 0.85; 10; 40; 0; 
// 8 green sun 
10; 
719; 1.00; 50; 80; 0; 
752; 1.00; 55; 85; 1; 
753; 1.00; 55; 87; -2; 
762; 1.00; 80; 150; 1; 
61; 0.45; 5; 17; 0; 
61; 0.35; 3; 15; 0; 
744; 0.38; 7; 20; -2; 
719; 0.40; 1; 3; 0; 
549; -0.20; 6; 14; 0; 
61; -0.28; 4; 20; 0; 
// 9 standard lensflare (old)
12; 
31; 1.00; 10; 60; 0; 
719; 1.00; 7; 45; 1; 
132; 1.00; 10; 150; 0; 
31; 1.44; 3; 10; 0; 
94; 0.60; 1; 3; 0; 
94; 0.45; 4; 14; 0; 
94; 0.33; 3; 10; 0; 
96; -0.43; 4; 12; 0; 
96; -0.64; 3; 7; 0; 
98; -1.00; 5; 14; 0; 
224; -1.19; 12; 31; 0; 
98; -1.37; 4; 10; 0;
// 10 paranid engine effect 
4; 
754; 1.00; 0; 260; 1; 
760; 1.00; 0; 280; 2; 
764; 1.00; 0; 720; 0; 
182; 1.00; 50; 240; 0; 
// 11 Khaak engine effect
5; 
760; 1.00; 0; 400; 1;// -1; 
753; 1.00; 0; 420; 1; 
761; 1.00; 0; 1400; 0; 
739; 1.00; 0; 400; 0; 
754; 1.00; 0; 400; 2; 
// 12 teladi engine effect
5; 
754; 1.00; 0; 240; 2; //-2; 
753; 1.00; 0; 400; 1; 
136; 1.00; 45; 220; 0; 
778; 1.00; 0; 120; 0; 
781; 1.00; 0; 720; 0; 
// 13  argon engine effect
4; 
760; 1.00; 80; 320; 2; //-2; 
753; 1.00; 0; 340; 2; //-2; 
183; 1.00; 70; 330; 0; 
766; 1.00; 700; 1800; 0; 
// 14 split engine effect
4; 
752; 1.00; 10; 520; 2; //-2; 
753; 1.00; 10; 650; 1; 
143; 1.00; 20; 170; 0; 
764; 1.00; 0; 800; 0; 
// 15 boron engine effect
4; 
760; 1.00; 40; 256; 2; //-2; 
753; 1.00; 0; 272; 1; 
184; 1.00; 64; 288; 0; 
766; 1.00; 80; 1600; 0; 
// 16 xenon engine effect
4; 
760; 1.00; 0; 360; 2; 
752; 1.00; 0; 344; 1; 
182; 1.00; 80; 200; 0; 
763; 1.00; 0; 1280; 1; 
// 17 rocket engine effect
5; 
760; 1.00; 0; 300; 2; 
754; 1.00; 60; 240; 1; 
182; 1.00; 80; 300; 0; 
766; 1.00; 0; 1600; 0; 
550; -0.20; 0; 300; 0; 
// 18 laser effect red
1; 
143; 1.00; 20; 120; 0;
// 19 laser effect green 
1; 
586; 1.00; 20; 120; 0; 
// 20 laser effect bright blue
1; 
183; 1.00; 20; 120; 0;
// 21 laser effect dark blue 
1; 
184; 1.00; 20; 120; 0; 
// 22 laser effect yellow
1; 
182; 1.00; 20; 120; 0; 
// 23 launch lens effect red
2; 
753; 1.00; 0; 70; 1; 
87; 1.00; 20; 80; 0; 
// 24 launch lens effect blue
2; 
83; 1.00; 0; 90; 0; 
753; 1.00; 0; 70; 0;
// 25 launch lens effect green 
2; 
753; 1.00; 0; 130; 2; 
84; 1.00; 0; 110; 1;
// 26 explosion glow (not in use at current time!) 
2; 
751; 1.00; 100; 130; 1; 
775; 1.00; 100; 130; 2; 
// 27 lens effect station explosion
10; 
720; 1.00; 120; 180; 0; 
766; 1.00; 135; 255; 2; 
548; 1.00; 30; 45; 0; 
548; 0.50; 12; 30; 0; 
720; 0.18; 4; 12; 0; 
740; 0.20; 6; 39; 0; 
548; 0.25; 12; 48; 0; 
548; -0.15; 30; 39; 0; 
550; -0.10; 5; 150; 0; 
548; -0.12; 12; 24; 0;
// 28 Big Blue lensflare with white starstreaks inside + large horizon streak
11;
720; 1.00; 140; 180; 0; 
745; 0.25; 120; 135; 1; 
760; 1.00; 4; 54; 2; 
752; 1.00; 6; 56; 0; 
741; 0.50; 1; 4; 0; 
548; 0.55; 8; 30; 0; 
548; 0.35; 4; 24; 0; 
548; -0.20; 2; 20; 0; 
720; -0.25; 1; 3; 0; 
550; -0.35; 1; 15; 0; 
766; 1.00; 100; 200; 0; 
// 29 Giant reddish Nova Flare, 2 streaks, creates fog-like effect allover screen
13; 
722; 1.00; 140; 1180; 0; 
745; 1.00; 135; 155; 1; 
753; 1.00; 145; 185; 2; 
763; 1.00; 180; 140; 0; 
778; 0.50; 8; 21; 0; 
550; 0.55; 6; 18; 0; 
550; 0.60; 4; 10; 0; 
550; 0.20; 2; 13; 0; 
61; 0.45; 4; 12; 0; 
549; -0.35; 10; 13; 0; 
549; -0.30; 1; 5; 0; 
745; -0.32; 4; 8; 0; 
550; 1.20; 7; 15; 0;
// 30 Big Soft-warm Yellow Streak-Sun with large horizon streak + multiple small flares
9;
760; 1.00; 10; 40; 0; 
752; 1.00; 25; 56; 1; 
182; 1.00; 20; 80; 0; 
///////////horizon streak 1
763; 1.00; 0; 320; 1;
////////////small reddish lens circles
550; 0.55; 6; 28; 0; 
550; 0.60; 4; 20; 0; 
550; 0.20; 2; 23; 0; 
///////////small yellowish lens circles
549; -0.35; 10; 23; 0; 
549; -0.30; 1; 15; 0;
// 31 Giant Green wormhole flare with 6 large horizon rays, very bright
8; 
753; 1.00; 35; 230; 2; 
84; 1.00; 15; 210; 1;
763; 1.00; 5; 720; 1;
///////////horizon streak 2
762; 1.00; 60; 580; 1; 
762; 0.90; 30; 480; 2;
550; 0.55; 8; 28; 0; 
550; 0.35; 4; 30; 0; 
550; -0.20; 2; 23; 0; 
// 32 test
1;
10791; 1.00; 20; 80; 1; 

//33 lensflare for point singularity
4;
754; 1.00; 0; 500; -1; //-2; 
764; 1.00; 0; 300; 0; 
753; 1.00; 43; 650; 1;
760; 1.00; 80; 820; 2; //-2;

// 34 test
1;
12010; 1.00; 200; 600; 1; 
 

// 35 psg effect
1; 
986; 1.00; 0; 660; 0; 

// 36  terran engine effect
1; 
987; 1.00; 0; 1220; 0; 

// 37 xenon engine effect
1; 
988; 1.00; 0; 1460; 0; 

// 38 yel exp lens effect
1; 
989; 1.00; 0; 1460; 0; 

// 39 blue exp lens effect
1; 
990; 1.00; 0; 1460; 0; 

// 40 purple exp lens effect
1; 
991; 1.00; 0; 1460; 0; 

// 41 red exp lens effect
1; 
992; 1.00; 0; 1460; 0; 

// 42 green exp lens effect
1; 
993; 1.00; 0; 1460; 0; 

// 43 aqua exp lens effect
1; 
994; 1.00; 0; 1460; 0; 

// 44 teladi engine effect
1; 
995; 1.00; 0; 1260; 0; 
